Student ID,School,Gender,Game-Playing Frequency,Game-Playing Skill,Game-Playing Hours,Content Pre 1,Content Pre 2,Content Pre 3,Content Pre 4,Content Pre 5,Content Pre 6,Content Pre 7,Content Pre 8,Content Pre 9,Content Pre 10,Content Pre 11,Content Pre 12,Content Pre 13,Content Pre 14,Content Pre 15,Content Pre 16,Content Pre 17,Content Pre 18,Content Pre 19,Content Pre Total,BFI Open,BFI Conscientious,BFI Extraversion,BFI Agreeable,BFI Neuroticism,AGQ Mastery Approach,AGQ Mastery Avoid,AGQ Performance Approach,AGQ Performance Avoid,CERQ Self Blame,CERQ Acceptance,CERQ Rumination,CERQ Positive Refocusing,CERQ Planning,CERQ Positive Reappraisal,CERQ Putting into Perspective,CERQ Catastrophizing,CERQ Other-Blame,Game Soln Disease,Game Soln Object,Content Post 1,Content Post 2,Content Post 3,Content Post 4,Content Post 5,Content Post 6,Content Post 7,Content Post 8,Content Post 9,Content Post 10,Content Post 11,Content Post 12,Content Post 13,Content Post 14,Content Post 15,Content Post 16,Content Post 17,Content Post 18,Content Post 19,Content Post Total,Narrative 1,Narrative 2,Narrative 3,Narrative 4,Narrative 5,Narrative 6,Narrative 7,Narrative 8,Narrative 9,Narrative 10,Narrative 11,Narrative 12,Narrative 13,Narrative Total,IMI Interest Total,IMI Competence Total,IMI Effort Total,IMI Pressure Total,IMI Value Total,PQ Involvement,PQ Sensory Fidelity,PQ Adaptation / Immersion,PQ Interface Quality,PQ Total,Learning Gain,Normalized Learning Gain,Solved Mystery,CompletionTime
100-0316,AnonymousA,2,2,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,6,30,28,28,35,24,14,11,13,12,5,7,8,7,7,8,8,6,6,disease-Salmonellosis,object-Milk,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,7,1,1,1,1,1,1,0,1,1,0,0,0,0,8,4.285714286,2.666666667,4.2,3.5,4.714285714,52,26,30,13,121,1,0.076923077,0,9999
100-0317,AnonymousA,2,4,3,2,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,10,46,23,35,31,21,12,12,16,15,6,9,7,7,6,6,6,3,3,disease-Influenza,object-Sandwich,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,13,7,6.666666667,6,1.25,7,64,35,51,20,170,4,0.444444444,1,2362.199951
100-0318,AnonymousA,1,5,5,4,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,6,36,19,26,37,24,19,13,7,16,7,8,7,6,6,6,7,5,7,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0319,AnonymousA,2,3,3,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,8,33,24,27,38,28,12,3,9,15,6,10,10,6,3,7,6,10,2,disease-Influenza,object-Egg,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,11,1,1,1,1,1,1,0,1,1,1,1,1,1,12,3.857142857,3.666666667,4,5,4,41,25,23,13,102,3,0.272727273,1,2836.754883
100-0320,AnonymousA,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,6,39,29,30,36,24,18,12,13,18,7,8,8,6,8,8,8,7,4,disease-Influenza,object-Milk,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,11,1,1,0,1,1,1,1,1,1,1,0,1,1,11,4.857142857,5,5.8,4.75,6,51,19,32,15,117,5,0.384615385,1,3011.01001
100-0321,AnonymousA,1,5,5,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,6,32,24,31,31,15,16,3,13,17,4,5,5,4,6,5,6,4,6,disease-Salmonellosis,object-Sandwich,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,9,0,1,1,1,1,1,1,1,1,1,0,1,1,11,3,3.833333333,6.4,1.5,5.285714286,36,31,27,15,109,3,0.230769231,0,9999
100-0322,AnonymousA,1,3,5,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,48,23,40,26,17,20,9,12,12,3,3,10,7,9,10,10,4,7,disease-Salmonellosis,object-Egg,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,5,1,1,1,1,1,1,0,1,0,0,0,0,0,7,6,6,7,7.25,5.285714286,63,37,37,10,147,2,0.125,0,9999
100-0323,AnonymousA,2,3,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,6,42,39,33,41,18,11,4,3,3,3,10,5,2,10,10,9,2,2,disease-Influenza,object-Sandwich,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.285714286,1.333333333,3.2,4,0,0,0,0,24,24,1,0.076923077,0,9999
100-0324,AnonymousA,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,7,39,31,26,34,32,16,10,8,5,4,6,6,4,8,10,8,8,7,disease-Influenza,object-Milk,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,4,3.571428571,2.833333333,3.4,4.25,3.285714286,31,21,23,17,92,-5,-0.416666667,0,9999
100-0325,AnonymousA,2,4,4,2,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,6,43,27,26,36,28,13,19,4,18,7,7,9,3,4,5,3,9,4,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0336,AnonymousB,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,37,29,23,31,23,18,14,19,15,7,8,10,8,10,10,10,8,9,disease-Influenza,object-Milk,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,9,1,1,1,0,0,1,0,1,1,1,0,1,0,8,5.714285714,4.333333333,6.2,4.75,6.714285714,71,32,46,9,158,5,0.333333333,0,9999
100-0337,AnonymousB,1,2,3,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,9,29,38,24,31,21,9,7,11,13,5,6,6,6,7,10,9,5,5,disease-Influenza,object-Milk,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,11,1,1,1,1,1,1,1,1,1,0,0,1,0,10,5.142857143,4,4.6,5,6,60,24,43,8,135,2,0.2,0,9999
100-0338,AnonymousB,1,3,3,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,29,32,28,25,30,14,12,21,21,4,6,8,8,10,8,4,8,2,disease-Influenza,object-Milk,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,1,1,1,1,1,1,1,0,1,1,9,3.857142857,4.166666667,4.4,4.25,4.142857143,54,27,33,14,128,1,0.071428571,1,3325.919922
100-0339,AnonymousB,2,4,4,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,7,31,26,32,31,24,19,12,11,21,5,8,4,7,7,10,8,5,7,disease-Salmonellosis,object-Sandwich,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,9,1,1,1,0,1,1,1,1,1,1,0,0,1,10,4,2.5,6.2,4.75,6,53,35,37,7,132,2,0.166666667,0,9999
100-0340,AnonymousB,1,4,4,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,6,34,30,26,28,24,14,14,12,18,6,6,7,6,7,7,7,6,6,disease-Influenza,object-Milk,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,10,1,1,1,1,1,1,1,1,0,1,0,1,1,11,6.857142857,5,5.4,2.75,5,64,31,40,12,147,4,0.307692308,1,2896.334961
100-0342,AnonymousB,1,3,4,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,8,35,29,31,28,20,17,10,9,15,7,9,5,7,7,8,5,5,2,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0343,AnonymousB,1,4,5,3,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,11,37,40,19,36,23,19,16,12,15,5,7,10,6,8,8,5,4,3,disease-Influenza,object-Milk,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,0,11,5.714285714,6.333333333,6,3.5,7,77,39,51,15,182,4,0.5,1,2282.280029
100-0345,AnonymousB,2,1,2,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,11,31,23,40,33,37,16,18,17,18,6,8,8,7,7,8,8,6,6,disease-Salmonellosis,object-Milk,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3.857142857,4.833333333,5,4.5,3,75,36,43,17,171,3,0.375,1,2835.359863
100-0346,AnonymousB,2,2,3,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,9,27,29,20,33,30,12,13,6,12,4,6,7,7,8,8,7,6,5,disease-Salmonellosis,object-Sandwich,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,8,1,1,1,1,0,1,1,1,1,1,0,1,0,10,3.714285714,3.666666667,3.8,4.25,5,51,30,36,11,128,-1,-0.1,0,9999
100-0347,AnonymousB,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,disease-Influenza,object-Milk,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,1,0,1,1,0,0,0,0,6,3.428571429,2.833333333,3.8,4.5,2.285714286,31,10,18,15,74,None,None,0,9999
100-0348,AnonymousB,2,2,3,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,7,35,35,32,39,21,19,10,18,20,5,9,8,7,10,9,10,6,5,disease-Influenza,object-Milk,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,10,1,1,1,1,1,1,0,1,1,1,1,1,1,12,5.857142857,6.5,6.6,2.75,7,80,42,52,20,194,3,0.25,1,3204.734863
100-0349,AnonymousB,2,2,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,5,34,29,30,31,23,16,9,13,18,5,7,6,5,6,7,8,4,5,disease-Salmonellosis,object-Sandwich,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,11,1,1,1,1,1,1,0,1,1,1,0,1,1,11,2.857142857,3.166666667,4.4,3.5,3.714285714,57,31,45,16,149,6,0.428571429,0,9999
100-0350,AnonymousB,2,2,2,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,7,44,25,36,34,30,13,9,9,17,5,7,9,7,8,8,7,5,2,disease-Influenza,object-Milk,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,10,1,1,0,1,1,1,1,1,1,0,1,1,0,10,4.571428571,4,6,3.75,5.857142857,56,26,40,11,133,3,0.25,0,9999
100-0351,AnonymousB,2,2,3,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,5,37,34,32,31,22,17,14,14,11,6,10,8,5,4,5,4,8,8,disease-Influenza,object-Milk,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,9,1,1,1,1,1,1,1,1,1,1,0,0,1,11,5.285714286,5.833333333,5.2,1.25,4.857142857,62,37,42,18,159,4,0.285714286,0,9999
100-0352,AnonymousB,1,3,4,3,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,11,41,18,27,31,32,3,3,7,15,8,8,9,4,8,8,6,9,10,disease-Influenza,object-Milk,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,15,1,1,0,1,1,1,1,0,1,1,1,1,1,11,1,4.666666667,2.2,1.75,1,39,33,25,12,109,4,0.5,1,2878.889893
100-0353,AnonymousB,1,4,4,3,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,7,36,27,25,31,25,19,17,8,19,8,9,10,8,9,10,8,8,9,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0354,AnonymousB,2,3,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,5,44,30,26,34,27,14,13,16,21,7,8,8,8,8,8,8,8,4,disease-Influenza,object-Milk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0355,AnonymousB,1,3,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,27,25,25,28,22,15,14,13,14,4,6,6,4,8,10,7,7,5,disease-Influenza,object-Milk,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,7,0,1,1,1,1,1,1,1,1,1,0,0,0,9,2.857142857,3,4.6,5,3,46,17,32,16,111,4,0.25,0,9999
100-0356,AnonymousB,1,3,4,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,6,34,32,32,38,14,17,11,19,21,6,10,4,3,7,8,8,2,4,disease-Salmonellosis,object-Sandwich,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,0,1,1,12,6.857142857,5.666666667,7,4.25,7,76,40,42,12,170,-2,-0.153846154,1,2990.849854
100-0357,AnonymousB,2,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,5,33,33,33,44,16,17,5,11,5,4,8,8,6,10,10,8,6,2,disease-Salmonellosis,object-Milk,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,9,1,1,1,1,1,1,1,1,0,1,1,1,1,12,5.571428571,3.5,7,3.5,7,72,36,37,11,156,4,0.285714286,0,9999
100-0358,AnonymousB,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,5,34,37,36,37,16,21,15,19,15,3,10,8,8,10,10,8,5,3,disease-Influenza,object-Milk,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,8,1,1,1,0,1,1,0,1,1,0,0,0,1,8,4.428571429,5.333333333,7,1.5,4.571428571,75,36,53,14,178,3,0.214285714,0,9999
100-0359,AnonymousB,1,5,5,5,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,9,38,20,19,24,34,12,13,9,8,6,4,7,5,6,5,5,7,6,disease-Salmonellosis,object-Milk,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,16,1,1,1,1,1,1,0,1,0,1,1,1,1,11,3.857142857,5.333333333,3.2,2.25,3.142857143,63,23,41,13,140,7,0.7,1,2889.23999
100-0360,AnonymousB,1,4,5,5,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,7,30,33,25,21,21,12,11,8,9,8,7,7,4,7,7,6,8,5,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0361,AnonymousB,2,4,4,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,6,37,33,22,41,24,17,9,8,19,8,9,8,8,8,9,9,9,2,disease-Salmonellosis,object-Sandwich,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,0,0,1,0,10,3.285714286,3.833333333,4,4.25,4.857142857,74,42,56,9,181,0,0,0,9999
100-0363,AnonymousB,1,5,5,4,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,6,33,20,30,26,26,12,12,12,12,6,6,6,6,6,6,6,6,6,disease-Influenza,object-Milk,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,0,1,1,1,1,1,1,0,0,0,9,3.857142857,2.5,5.2,2,3.857142857,48,24,32,12,116,-3,-0.230769231,0,9999
100-0364,AnonymousB,2,2,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,7,42,35,19,37,20,17,10,16,13,4,10,9,6,8,7,6,6,4,disease-Influenza,object-Milk,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4.714285714,4.333333333,4.8,3.25,4.714285714,63,30,46,18,157,5,0.416666667,1,2863.139893
100-0365,AnonymousB,1,3,5,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,8,34,37,20,38,10,17,12,9,16,4,9,5,6,10,8,6,5,3,disease-Influenza,object-Milk,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,7,1,1,1,1,1,1,1,1,0,1,0,1,0,10,7,6,5.2,2.75,5.571428571,70,27,42,12,151,-1,-0.090909091,0,9999
100-0366,AnonymousB,2,3,3,3,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,8,38,32,24,33,30,19,17,14,20,5,9,10,6,9,10,8,5,5,disease-Salmonellosis,object-Sandwich,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,7,1,1,1,1,1,1,1,1,1,0,0,1,1,11,6.428571429,5.166666667,5.6,5.25,6.428571429,67,36,46,8,157,-1,-0.090909091,0,9999
100-0367,AnonymousB,2,3,3,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,9,33,30,35,29,18,12,12,13,15,7,6,7,8,8,7,5,6,4,disease-Influenza,object-Milk,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,10,1,0,1,1,1,1,1,1,1,1,1,1,0,11,6.285714286,4.333333333,4.8,4.25,5,54,30,38,10,132,1,0.1,0,9999
100-0368,AnonymousB,2,2,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,40,33,29,38,24,21,17,20,3,8,9,10,9,10,10,7,9,10,disease-Influenza,object-Milk,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,4,0,0,1,0,1,1,1,0,0,1,0,1,0,6,4.142857143,2.5,5.2,5,4,54,24,32,9,119,-1,-0.071428571,0,9999
100-0369,AnonymousB,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,36,36,32,41,18,20,15,9,18,6,7,10,10,7,10,6,2,2,disease-Influenza,object-Milk,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1,0,12,6,3.333333333,6.4,2,7,66,30,49,21,166,7,0.4375,0,9999
100-0370,AnonymousB,1,3,4,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,6,33,28,28,28,23,18,14,16,18,8,8,8,8,8,9,8,7,8,disease-Influenza,object-Milk,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,8,1,1,1,0,1,1,1,1,1,1,1,1,1,12,4.714285714,4.666666667,5.6,5.75,5.571428571,54,31,37,9,131,2,0.153846154,1,3089.52002
100-0371,AnonymousB,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,8,33,30,23,32,23,12,11,12,13,5,7,6,6,7,7,6,5,5,disease-Influenza,object-Milk,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,7,1,1,1,0,1,1,1,1,1,1,1,0,0,10,5,4.666666667,6.2,3.75,6,75,41,54,6,176,-1,-0.090909091,0,9999
100-0372,AnonymousB,2,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,5,35,33,29,37,21,21,21,13,21,5,7,7,7,7,6,7,4,4,disease-Influenza,object-Milk,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,8,1,1,1,1,1,1,1,1,1,1,0,0,0,10,3.714285714,1,6,6.5,3,56,39,32,12,139,3,0.214285714,0,9999
100-0373,AnonymousB,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,33,32,33,34,26,17,21,21,16,9,9,8,7,7,9,9,8,6,disease-Influenza,object-Milk,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,9,1,1,1,0,1,1,1,1,1,1,1,0,0,10,3.714285714,2.333333333,4.2,5.75,4.428571429,39,19,20,16,94,6,0.375,0,9999
100-0374,AnonymousB,1,3,4,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,9,31,38,36,37,13,12,8,17,16,7,7,7,3,6,9,6,2,5,disease-Salmonellosis,object-Milk,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,13,6,7,4,1.75,5,79,35,49,20,183,5,0.5,1,1495.244995
100-0375,AnonymousB,2,3,2,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,9,41,34,38,36,30,21,14,16,20,5,7,7,7,10,6,8,8,7,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,9999
100-0377,AnonymousB,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,11,33,28,16,31,22,6,9,6,9,4,10,2,8,6,8,10,2,2,disease-Salmonellosis,object-Milk,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,0,0,1,1,1,11,2.714285714,2.5,2.8,1.25,3.142857143,49,28,34,13,124,4,0.5,0,9999
100-0378,AnonymousB,2,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,6,40,33,33,41,20,21,18,18,21,5,6,6,5,7,8,7,4,3,disease-Influenza,object-Milk,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,10,1,1,1,1,1,1,1,1,1,0,0,0,0,9,4.857142857,3.333333333,5,4.5,4,43,21,30,11,105,4,0.307692308,0,9999
100-0379,AnonymousB,2,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,8,37,22,20,42,23,17,7,7,9,5,8,5,4,10,8,9,4,2,disease-Influenza,object-Milk,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,8,1,1,1,1,1,1,1,1,0,1,0,0,0,9,7,5.333333333,6.8,4,6.714285714,78,37,50,11,176,0,0,0,9999
100-0380,AnonymousB,2,2,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,37,24,26,32,36,18,21,11,21,10,6,10,9,9,10,9,10,5,disease-Influenza,object-Milk,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,1,1,1,1,1,1,0,0,0,8,7,4.5,7,5,7,55,31,32,13,131,1,0.0625,0,9999
100-0381,AnonymousB,1,4,3,4,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,41,23,32,35,26,12,14,10,19,3,4,6,10,6,5,8,6,5,disease-Salmonellosis,object-Milk,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,14,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4.857142857,6.333333333,6.4,2.5,6,66,33,47,18,164,8,0.615384615,1,3156.554932
100-0382,AnonymousB,1,3,3,2,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,10,37,30,23,31,26,11,12,12,15,7,7,7,8,7,7,7,10,2,disease-Influenza,object-Milk,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,15,1,1,1,1,1,1,1,1,1,1,1,1,1,13,6.571428571,7,7,6.5,7,78,36,55,18,187,5,0.555555556,1,3153.419922
100-0383,AnonymousB,1,3,3,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,8,42,30,32,36,20,6,6,7,11,6,8,8,4,8,8,7,4,2,disease-Influenza,object-Milk,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,6,1,1,1,1,1,1,1,1,1,0,0,0,0,9,3.714285714,3.833333333,4,2,4,50,24,34,13,121,-2,-0.181818182,0,9999
100-0384,AnonymousB,1,2,5,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,6,39,23,25,35,12,17,13,12,15,6,9,7,7,6,9,6,9,5,disease-Influenza,object-Milk,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,11,0,1,1,0,1,1,0,1,0,0,0,1,1,7,4.285714286,2.166666667,3.4,4.25,3.285714286,70,22,29,18,139,5,0.384615385,0,9999
100-0385,AnonymousB,2,3,3,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,11,33,27,36,37,27,14,12,3,15,6,8,9,8,9,10,10,10,5,disease-Salmonellosis,object-Milk,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,15,1,1,1,1,1,1,1,1,1,1,0,1,1,12,5.428571429,4.666666667,5,4.25,4.571428571,64,30,42,12,148,4,0.5,1,2279.234863
100-0387,AnonymousB,2,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,6,42,32,35,42,17,21,19,16,20,5,9,9,10,8,8,7,4,6,disease-Salmonellosis,object-Sandwich,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,0,1,11,2.285714286,4.5,3.6,1.25,5.857142857,82,42,52,3,179,0,0,0,9999
100-0388,AnonymousB,1,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,43,23,28,33,25,18,11,15,19,7,6,8,9,8,9,6,6,6,disease-Salmonellosis,object-Sandwich,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,9,1,1,1,1,1,1,1,0,0,0,0,1,0,8,3.857142857,3.666666667,5.2,3.75,5.428571429,57,39,39,10,145,7,0.411764706,0,9999
